,region,category,language,type,count
1768,Vancouver,Aboriginal languages,Southern East Cree,most_at_home,0
1769,Vancouver,Aboriginal languages,Southern East Cree,most_at_work,0
1770,Montréal,Aboriginal languages,Southern Tutchone,most_at_home,0
1771,Montréal,Aboriginal languages,Southern Tutchone,most_at_work,0
1772,Toronto,Aboriginal languages,Southern Tutchone,most_at_home,0
1773,Toronto,Aboriginal languages,Southern Tutchone,most_at_work,0
1774,Calgary,Aboriginal languages,Southern Tutchone,most_at_home,0
1775,Calgary,Aboriginal languages,Southern Tutchone,most_at_work,0
1776,Edmonton,Aboriginal languages,Southern Tutchone,most_at_home,0
1777,Edmonton,Aboriginal languages,Southern Tutchone,most_at_work,0
1778,Vancouver,Aboriginal languages,Southern Tutchone,most_at_home,0
1779,Vancouver,Aboriginal languages,Southern Tutchone,most_at_work,0
1780,Montréal,Non-Official & Non-Aboriginal languages,Spanish,most_at_home,76680
1781,Montréal,Non-Official & Non-Aboriginal languages,Spanish,most_at_work,2740
1782,Toronto,Non-Official & Non-Aboriginal languages,Spanish,most_at_home,70370
1783,Toronto,Non-Official & Non-Aboriginal languages,Spanish,most_at_work,3660
1784,Calgary,Non-Official & Non-Aboriginal languages,Spanish,most_at_home,17540
1785,Calgary,Non-Official & Non-Aboriginal languages,Spanish,most_at_work,725
1786,Edmonton,Non-Official & Non-Aboriginal languages,Spanish,most_at_home,10880
1787,Edmonton,Non-Official & Non-Aboriginal languages,Spanish,most_at_work,405
1788,Vancouver,Non-Official & Non-Aboriginal languages,Spanish,most_at_home,18310
1789,Vancouver,Non-Official & Non-Aboriginal languages,Spanish,most_at_work,1040
1790,Montréal,Aboriginal languages,Squamish,most_at_home,0
1791,Montréal,Aboriginal languages,Squamish,most_at_work,0
1792,Toronto,Aboriginal languages,Squamish,most_at_home,0
1793,Toronto,Aboriginal languages,Squamish,most_at_work,0
1794,Calgary,Aboriginal languages,Squamish,most_at_home,0
1795,Calgary,Aboriginal languages,Squamish,most_at_work,0
1796,Edmonton,Aboriginal languages,Squamish,most_at_home,0
1797,Edmonton,Aboriginal languages,Squamish,most_at_work,0
1798,Vancouver,Aboriginal languages,Squamish,most_at_home,5
1799,Vancouver,Aboriginal languages,Squamish,most_at_work,0
1800,Montréal,Aboriginal languages,Stoney,most_at_home,0
1801,Montréal,Aboriginal languages,Stoney,most_at_work,0
1802,Toronto,Aboriginal languages,Stoney,most_at_home,0
1803,Toronto,Aboriginal languages,Stoney,most_at_work,0
1804,Calgary,Aboriginal languages,Stoney,most_at_home,30
1805,Calgary,Aboriginal languages,Stoney,most_at_work,0
1806,Edmonton,Aboriginal languages,Stoney,most_at_home,25
1807,Edmonton,Aboriginal languages,Stoney,most_at_work,0
1808,Vancouver,Aboriginal languages,Stoney,most_at_home,0
1809,Vancouver,Aboriginal languages,Stoney,most_at_work,0
1810,Montréal,Aboriginal languages,Straits,most_at_home,0
1811,Montréal,Aboriginal languages,Straits,most_at_work,0
1812,Toronto,Aboriginal languages,Straits,most_at_home,0
1813,Toronto,Aboriginal languages,Straits,most_at_work,0
1814,Calgary,Aboriginal languages,Straits,most_at_home,0
1815,Calgary,Aboriginal languages,Straits,most_at_work,0
1816,Edmonton,Aboriginal languages,Straits,most_at_home,0
1817,Edmonton,Aboriginal languages,Straits,most_at_work,0
1818,Vancouver,Aboriginal languages,Straits,most_at_home,0
1819,Vancouver,Aboriginal languages,Straits,most_at_work,0
1820,Montréal,Non-Official & Non-Aboriginal languages,Swahili,most_at_home,385
1821,Montréal,Non-Official & Non-Aboriginal languages,Swahili,most_at_work,15
1822,Toronto,Non-Official & Non-Aboriginal languages,Swahili,most_at_home,1230
1823,Toronto,Non-Official & Non-Aboriginal languages,Swahili,most_at_work,10
1824,Calgary,Non-Official & Non-Aboriginal languages,Swahili,most_at_home,350
1825,Calgary,Non-Official & Non-Aboriginal languages,Swahili,most_at_work,20
1826,Edmonton,Non-Official & Non-Aboriginal languages,Swahili,most_at_home,585
1827,Edmonton,Non-Official & Non-Aboriginal languages,Swahili,most_at_work,0
1828,Vancouver,Non-Official & Non-Aboriginal languages,Swahili,most_at_home,155
1829,Vancouver,Non-Official & Non-Aboriginal languages,Swahili,most_at_work,0
1830,Montréal,Aboriginal languages,Swampy Cree,most_at_home,0
1831,Montréal,Aboriginal languages,Swampy Cree,most_at_work,0
1832,Toronto,Aboriginal languages,Swampy Cree,most_at_home,5
1833,Toronto,Aboriginal languages,Swampy Cree,most_at_work,0
1834,Calgary,Aboriginal languages,Swampy Cree,most_at_home,0
1835,Calgary,Aboriginal languages,Swampy Cree,most_at_work,0
1836,Edmonton,Aboriginal languages,Swampy Cree,most_at_home,0
1837,Edmonton,Aboriginal languages,Swampy Cree,most_at_work,0
1838,Vancouver,Aboriginal languages,Swampy Cree,most_at_home,0
1839,Vancouver,Aboriginal languages,Swampy Cree,most_at_work,0
1840,Montréal,Non-Official & Non-Aboriginal languages,Swedish,most_at_home,80
1841,Montréal,Non-Official & Non-Aboriginal languages,Swedish,most_at_work,15
1842,Toronto,Non-Official & Non-Aboriginal languages,Swedish,most_at_home,220
1843,Toronto,Non-Official & Non-Aboriginal languages,Swedish,most_at_work,25
1844,Calgary,Non-Official & Non-Aboriginal languages,Swedish,most_at_home,50
1845,Calgary,Non-Official & Non-Aboriginal languages,Swedish,most_at_work,0
1846,Edmonton,Non-Official & Non-Aboriginal languages,Swedish,most_at_home,65
1847,Edmonton,Non-Official & Non-Aboriginal languages,Swedish,most_at_work,0
1848,Vancouver,Non-Official & Non-Aboriginal languages,Swedish,most_at_home,220
1849,Vancouver,Non-Official & Non-Aboriginal languages,Swedish,most_at_work,30
1850,Montréal,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",most_at_home,7750
1851,Montréal,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",most_at_work,110
1852,Toronto,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",most_at_home,63985
1853,Toronto,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",most_at_work,985
1854,Calgary,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",most_at_home,23010
1855,Calgary,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",most_at_work,305
1856,Edmonton,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",most_at_home,20765
1857,Edmonton,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",most_at_work,305
1858,Vancouver,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",most_at_home,30695
1859,Vancouver,Non-Official & Non-Aboriginal languages,"Tagalog (Pilipino, Filipino)",most_at_work,635
1860,Montréal,Aboriginal languages,Tahltan,most_at_home,0
1861,Montréal,Aboriginal languages,Tahltan,most_at_work,0
1862,Toronto,Aboriginal languages,Tahltan,most_at_home,0
1863,Toronto,Aboriginal languages,Tahltan,most_at_work,0
1864,Calgary,Aboriginal languages,Tahltan,most_at_home,0
1865,Calgary,Aboriginal languages,Tahltan,most_at_work,0
1866,Edmonton,Aboriginal languages,Tahltan,most_at_home,0
1867,Edmonton,Aboriginal languages,Tahltan,most_at_work,0
1868,Vancouver,Aboriginal languages,Tahltan,most_at_home,0
1869,Vancouver,Aboriginal languages,Tahltan,most_at_work,0
1870,Montréal,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",most_at_home,0
1871,Montréal,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",most_at_work,0
1872,Toronto,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",most_at_home,10
1873,Toronto,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",most_at_work,0
1874,Calgary,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",most_at_home,5
1875,Calgary,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",most_at_work,0
1876,Edmonton,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",most_at_home,5
1877,Edmonton,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",most_at_work,0
1878,Vancouver,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",most_at_home,5
1879,Vancouver,Non-Official & Non-Aboriginal languages,"Tai-Kadai languages, n.i.e",most_at_work,0
1880,Montréal,Non-Official & Non-Aboriginal languages,Tamil,most_at_home,10670
1881,Montréal,Non-Official & Non-Aboriginal languages,Tamil,most_at_work,145
1882,Toronto,Non-Official & Non-Aboriginal languages,Tamil,most_at_home,76095
1883,Toronto,Non-Official & Non-Aboriginal languages,Tamil,most_at_work,1815
1884,Calgary,Non-Official & Non-Aboriginal languages,Tamil,most_at_home,1190
1885,Calgary,Non-Official & Non-Aboriginal languages,Tamil,most_at_work,20
1886,Edmonton,Non-Official & Non-Aboriginal languages,Tamil,most_at_home,1440
1887,Edmonton,Non-Official & Non-Aboriginal languages,Tamil,most_at_work,15
1888,Vancouver,Non-Official & Non-Aboriginal languages,Tamil,most_at_home,1930
1889,Vancouver,Non-Official & Non-Aboriginal languages,Tamil,most_at_work,30
1890,Montréal,Non-Official & Non-Aboriginal languages,Telugu,most_at_home,320
1891,Montréal,Non-Official & Non-Aboriginal languages,Telugu,most_at_work,0
1892,Toronto,Non-Official & Non-Aboriginal languages,Telugu,most_at_home,4875
1893,Toronto,Non-Official & Non-Aboriginal languages,Telugu,most_at_work,35
1894,Calgary,Non-Official & Non-Aboriginal languages,Telugu,most_at_home,560
1895,Calgary,Non-Official & Non-Aboriginal languages,Telugu,most_at_work,0
1896,Edmonton,Non-Official & Non-Aboriginal languages,Telugu,most_at_home,555
1897,Edmonton,Non-Official & Non-Aboriginal languages,Telugu,most_at_work,0
1898,Vancouver,Non-Official & Non-Aboriginal languages,Telugu,most_at_home,425
1899,Vancouver,Non-Official & Non-Aboriginal languages,Telugu,most_at_work,0
1900,Montréal,Non-Official & Non-Aboriginal languages,Thai,most_at_home,175
1901,Montréal,Non-Official & Non-Aboriginal languages,Thai,most_at_work,15
1902,Toronto,Non-Official & Non-Aboriginal languages,Thai,most_at_home,580
1903,Toronto,Non-Official & Non-Aboriginal languages,Thai,most_at_work,65
1904,Calgary,Non-Official & Non-Aboriginal languages,Thai,most_at_home,230
1905,Calgary,Non-Official & Non-Aboriginal languages,Thai,most_at_work,25
1906,Edmonton,Non-Official & Non-Aboriginal languages,Thai,most_at_home,285
1907,Edmonton,Non-Official & Non-Aboriginal languages,Thai,most_at_work,30
1908,Vancouver,Non-Official & Non-Aboriginal languages,Thai,most_at_home,670
1909,Vancouver,Non-Official & Non-Aboriginal languages,Thai,most_at_work,100
1910,Montréal,Aboriginal languages,Thompson (Ntlakapamux),most_at_home,0
1911,Montréal,Aboriginal languages,Thompson (Ntlakapamux),most_at_work,0
1912,Toronto,Aboriginal languages,Thompson (Ntlakapamux),most_at_home,0
1913,Toronto,Aboriginal languages,Thompson (Ntlakapamux),most_at_work,0
1914,Calgary,Aboriginal languages,Thompson (Ntlakapamux),most_at_home,0
1915,Calgary,Aboriginal languages,Thompson (Ntlakapamux),most_at_work,0
1916,Edmonton,Aboriginal languages,Thompson (Ntlakapamux),most_at_home,0
1917,Edmonton,Aboriginal languages,Thompson (Ntlakapamux),most_at_work,0
1918,Vancouver,Aboriginal languages,Thompson (Ntlakapamux),most_at_home,0
1919,Vancouver,Aboriginal languages,Thompson (Ntlakapamux),most_at_work,0
1920,Montréal,Non-Official & Non-Aboriginal languages,Tibetan,most_at_home,60
1921,Montréal,Non-Official & Non-Aboriginal languages,Tibetan,most_at_work,0
1922,Toronto,Non-Official & Non-Aboriginal languages,Tibetan,most_at_home,3705
1923,Toronto,Non-Official & Non-Aboriginal languages,Tibetan,most_at_work,45
1924,Calgary,Non-Official & Non-Aboriginal languages,Tibetan,most_at_home,395
1925,Calgary,Non-Official & Non-Aboriginal languages,Tibetan,most_at_work,10
1926,Edmonton,Non-Official & Non-Aboriginal languages,Tibetan,most_at_home,20
1927,Edmonton,Non-Official & Non-Aboriginal languages,Tibetan,most_at_work,0
1928,Vancouver,Non-Official & Non-Aboriginal languages,Tibetan,most_at_home,165
1929,Vancouver,Non-Official & Non-Aboriginal languages,Tibetan,most_at_work,10
1930,Montréal,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",most_at_home,35
1931,Montréal,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",most_at_work,0
1932,Toronto,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",most_at_home,105
1933,Toronto,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",most_at_work,0
1934,Calgary,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",most_at_home,75
1935,Calgary,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",most_at_work,0
1936,Edmonton,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",most_at_home,60
1937,Edmonton,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",most_at_work,10
1938,Vancouver,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",most_at_home,90
1939,Vancouver,Non-Official & Non-Aboriginal languages,"Tibeto-Burman languages, n.i.e.",most_at_work,0
1940,Montréal,Non-Official & Non-Aboriginal languages,Tigrigna,most_at_home,190
1941,Montréal,Non-Official & Non-Aboriginal languages,Tigrigna,most_at_work,0
1942,Toronto,Non-Official & Non-Aboriginal languages,Tigrigna,most_at_home,2480
1943,Toronto,Non-Official & Non-Aboriginal languages,Tigrigna,most_at_work,45
1944,Calgary,Non-Official & Non-Aboriginal languages,Tigrigna,most_at_home,2050
1945,Calgary,Non-Official & Non-Aboriginal languages,Tigrigna,most_at_work,15
1946,Edmonton,Non-Official & Non-Aboriginal languages,Tigrigna,most_at_home,1655
1947,Edmonton,Non-Official & Non-Aboriginal languages,Tigrigna,most_at_work,15
1948,Vancouver,Non-Official & Non-Aboriginal languages,Tigrigna,most_at_home,355
1949,Vancouver,Non-Official & Non-Aboriginal languages,Tigrigna,most_at_work,0
1950,Montréal,Aboriginal languages,Tlingit,most_at_home,0
1951,Montréal,Aboriginal languages,Tlingit,most_at_work,0
1952,Toronto,Aboriginal languages,Tlingit,most_at_home,0
1953,Toronto,Aboriginal languages,Tlingit,most_at_work,0
1954,Calgary,Aboriginal languages,Tlingit,most_at_home,0
1955,Calgary,Aboriginal languages,Tlingit,most_at_work,0
1956,Edmonton,Aboriginal languages,Tlingit,most_at_home,0
1957,Edmonton,Aboriginal languages,Tlingit,most_at_work,0
1958,Vancouver,Aboriginal languages,Tlingit,most_at_home,0
1959,Vancouver,Aboriginal languages,Tlingit,most_at_work,0
1960,Montréal,Aboriginal languages,Tsimshian,most_at_home,0
1961,Montréal,Aboriginal languages,Tsimshian,most_at_work,0
1962,Toronto,Aboriginal languages,Tsimshian,most_at_home,0
1963,Toronto,Aboriginal languages,Tsimshian,most_at_work,0
1964,Calgary,Aboriginal languages,Tsimshian,most_at_home,0
1965,Calgary,Aboriginal languages,Tsimshian,most_at_work,0
1966,Edmonton,Aboriginal languages,Tsimshian,most_at_home,0
1967,Edmonton,Aboriginal languages,Tsimshian,most_at_work,0
1968,Vancouver,Aboriginal languages,Tsimshian,most_at_home,0
1969,Vancouver,Aboriginal languages,Tsimshian,most_at_work,0
1970,Montréal,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",most_at_home,55
1971,Montréal,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",most_at_work,0
1972,Toronto,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",most_at_home,150
1973,Toronto,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",most_at_work,0
1974,Calgary,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",most_at_home,45
1975,Calgary,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",most_at_work,0
1976,Edmonton,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",most_at_home,10
1977,Edmonton,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",most_at_work,0
1978,Vancouver,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",most_at_home,40
1979,Vancouver,Non-Official & Non-Aboriginal languages,"Turkic languages, n.i.e.",most_at_work,0
1980,Montréal,Non-Official & Non-Aboriginal languages,Turkish,most_at_home,4420
1981,Montréal,Non-Official & Non-Aboriginal languages,Turkish,most_at_work,95
1982,Toronto,Non-Official & Non-Aboriginal languages,Turkish,most_at_home,8155
1983,Toronto,Non-Official & Non-Aboriginal languages,Turkish,most_at_work,400
1984,Calgary,Non-Official & Non-Aboriginal languages,Turkish,most_at_home,755
1985,Calgary,Non-Official & Non-Aboriginal languages,Turkish,most_at_work,25
1986,Edmonton,Non-Official & Non-Aboriginal languages,Turkish,most_at_home,1140
1987,Edmonton,Non-Official & Non-Aboriginal languages,Turkish,most_at_work,35
1988,Vancouver,Non-Official & Non-Aboriginal languages,Turkish,most_at_home,1190
1989,Vancouver,Non-Official & Non-Aboriginal languages,Turkish,most_at_work,35
1990,Montréal,Non-Official & Non-Aboriginal languages,Ukrainian,most_at_home,2160
1991,Montréal,Non-Official & Non-Aboriginal languages,Ukrainian,most_at_work,110
1992,Toronto,Non-Official & Non-Aboriginal languages,Ukrainian,most_at_home,12510
1993,Toronto,Non-Official & Non-Aboriginal languages,Ukrainian,most_at_work,675
1994,Calgary,Non-Official & Non-Aboriginal languages,Ukrainian,most_at_home,790
1995,Calgary,Non-Official & Non-Aboriginal languages,Ukrainian,most_at_work,20
1996,Edmonton,Non-Official & Non-Aboriginal languages,Ukrainian,most_at_home,2400
1997,Edmonton,Non-Official & Non-Aboriginal languages,Ukrainian,most_at_work,70
1998,Vancouver,Non-Official & Non-Aboriginal languages,Ukrainian,most_at_home,1010
1999,Vancouver,Non-Official & Non-Aboriginal languages,Ukrainian,most_at_work,20
2000,Montréal,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",most_at_home,0
2001,Montréal,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",most_at_work,0
2002,Toronto,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",most_at_home,0
2003,Toronto,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",most_at_work,0
2004,Calgary,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",most_at_home,5
2005,Calgary,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",most_at_work,0
2006,Edmonton,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",most_at_home,0
2007,Edmonton,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",most_at_work,0
2008,Vancouver,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",most_at_home,0
2009,Vancouver,Non-Official & Non-Aboriginal languages,"Uralic languages, n.i.e.",most_at_work,0
2010,Montréal,Non-Official & Non-Aboriginal languages,Urdu,most_at_home,7070
2011,Montréal,Non-Official & Non-Aboriginal languages,Urdu,most_at_work,70
2012,Toronto,Non-Official & Non-Aboriginal languages,Urdu,most_at_home,78105
2013,Toronto,Non-Official & Non-Aboriginal languages,Urdu,most_at_work,985
2014,Calgary,Non-Official & Non-Aboriginal languages,Urdu,most_at_home,11060
2015,Calgary,Non-Official & Non-Aboriginal languages,Urdu,most_at_work,105
2016,Edmonton,Non-Official & Non-Aboriginal languages,Urdu,most_at_home,5095
2017,Edmonton,Non-Official & Non-Aboriginal languages,Urdu,most_at_work,45
2018,Vancouver,Non-Official & Non-Aboriginal languages,Urdu,most_at_home,5170
2019,Vancouver,Non-Official & Non-Aboriginal languages,Urdu,most_at_work,40
2020,Montréal,Non-Official & Non-Aboriginal languages,Uyghur,most_at_home,135
2021,Montréal,Non-Official & Non-Aboriginal languages,Uyghur,most_at_work,0
2022,Toronto,Non-Official & Non-Aboriginal languages,Uyghur,most_at_home,225
2023,Toronto,Non-Official & Non-Aboriginal languages,Uyghur,most_at_work,0
2024,Calgary,Non-Official & Non-Aboriginal languages,Uyghur,most_at_home,45
2025,Calgary,Non-Official & Non-Aboriginal languages,Uyghur,most_at_work,0
2026,Edmonton,Non-Official & Non-Aboriginal languages,Uyghur,most_at_home,35
2027,Edmonton,Non-Official & Non-Aboriginal languages,Uyghur,most_at_work,0
2028,Vancouver,Non-Official & Non-Aboriginal languages,Uyghur,most_at_home,100
2029,Vancouver,Non-Official & Non-Aboriginal languages,Uyghur,most_at_work,10
2030,Montréal,Non-Official & Non-Aboriginal languages,Uzbek,most_at_home,95
2031,Montréal,Non-Official & Non-Aboriginal languages,Uzbek,most_at_work,0
2032,Toronto,Non-Official & Non-Aboriginal languages,Uzbek,most_at_home,315
2033,Toronto,Non-Official & Non-Aboriginal languages,Uzbek,most_at_work,0
2034,Calgary,Non-Official & Non-Aboriginal languages,Uzbek,most_at_home,55
2035,Calgary,Non-Official & Non-Aboriginal languages,Uzbek,most_at_work,0
2036,Edmonton,Non-Official & Non-Aboriginal languages,Uzbek,most_at_home,70
2037,Edmonton,Non-Official & Non-Aboriginal languages,Uzbek,most_at_work,10
2038,Vancouver,Non-Official & Non-Aboriginal languages,Uzbek,most_at_home,40
2039,Vancouver,Non-Official & Non-Aboriginal languages,Uzbek,most_at_work,0
2040,Montréal,Non-Official & Non-Aboriginal languages,Vietnamese,most_at_home,18700
2041,Montréal,Non-Official & Non-Aboriginal languages,Vietnamese,most_at_work,1340
2042,Toronto,Non-Official & Non-Aboriginal languages,Vietnamese,most_at_home,31755
2043,Toronto,Non-Official & Non-Aboriginal languages,Vietnamese,most_at_work,1735
2044,Calgary,Non-Official & Non-Aboriginal languages,Vietnamese,most_at_home,8925
2045,Calgary,Non-Official & Non-Aboriginal languages,Vietnamese,most_at_work,835
2046,Edmonton,Non-Official & Non-Aboriginal languages,Vietnamese,most_at_home,5860
2047,Edmonton,Non-Official & Non-Aboriginal languages,Vietnamese,most_at_work,410
2048,Vancouver,Non-Official & Non-Aboriginal languages,Vietnamese,most_at_home,14365
2049,Vancouver,Non-Official & Non-Aboriginal languages,Vietnamese,most_at_work,1985
2050,Montréal,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),most_at_home,30
2051,Montréal,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),most_at_work,0
2052,Toronto,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),most_at_home,25
2053,Toronto,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),most_at_work,10
2054,Calgary,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),most_at_home,10
2055,Calgary,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),most_at_work,0
2056,Edmonton,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),most_at_home,15
2057,Edmonton,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),most_at_work,0
2058,Vancouver,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),most_at_home,15
2059,Vancouver,Non-Official & Non-Aboriginal languages,Vlaams (Flemish),most_at_work,0
2060,Montréal,Aboriginal languages,"Wakashan languages, n.i.e.",most_at_home,0
2061,Montréal,Aboriginal languages,"Wakashan languages, n.i.e.",most_at_work,0
2062,Toronto,Aboriginal languages,"Wakashan languages, n.i.e.",most_at_home,0
2063,Toronto,Aboriginal languages,"Wakashan languages, n.i.e.",most_at_work,0
2064,Calgary,Aboriginal languages,"Wakashan languages, n.i.e.",most_at_home,0
2065,Calgary,Aboriginal languages,"Wakashan languages, n.i.e.",most_at_work,0
2066,Edmonton,Aboriginal languages,"Wakashan languages, n.i.e.",most_at_home,0
2067,Edmonton,Aboriginal languages,"Wakashan languages, n.i.e.",most_at_work,0
2068,Vancouver,Aboriginal languages,"Wakashan languages, n.i.e.",most_at_home,0
2069,Vancouver,Aboriginal languages,"Wakashan languages, n.i.e.",most_at_work,0
2070,Montréal,Non-Official & Non-Aboriginal languages,Waray-Waray,most_at_home,15
2071,Montréal,Non-Official & Non-Aboriginal languages,Waray-Waray,most_at_work,0
2072,Toronto,Non-Official & Non-Aboriginal languages,Waray-Waray,most_at_home,75
2073,Toronto,Non-Official & Non-Aboriginal languages,Waray-Waray,most_at_work,0
2074,Calgary,Non-Official & Non-Aboriginal languages,Waray-Waray,most_at_home,50
2075,Calgary,Non-Official & Non-Aboriginal languages,Waray-Waray,most_at_work,0
2076,Edmonton,Non-Official & Non-Aboriginal languages,Waray-Waray,most_at_home,10
2077,Edmonton,Non-Official & Non-Aboriginal languages,Waray-Waray,most_at_work,0
2078,Vancouver,Non-Official & Non-Aboriginal languages,Waray-Waray,most_at_home,60
2079,Vancouver,Non-Official & Non-Aboriginal languages,Waray-Waray,most_at_work,0
2080,Montréal,Non-Official & Non-Aboriginal languages,Welsh,most_at_home,5
2081,Montréal,Non-Official & Non-Aboriginal languages,Welsh,most_at_work,0
2082,Toronto,Non-Official & Non-Aboriginal languages,Welsh,most_at_home,15
2083,Toronto,Non-Official & Non-Aboriginal languages,Welsh,most_at_work,0
2084,Calgary,Non-Official & Non-Aboriginal languages,Welsh,most_at_home,5
2085,Calgary,Non-Official & Non-Aboriginal languages,Welsh,most_at_work,0
2086,Edmonton,Non-Official & Non-Aboriginal languages,Welsh,most_at_home,0
2087,Edmonton,Non-Official & Non-Aboriginal languages,Welsh,most_at_work,0
2088,Vancouver,Non-Official & Non-Aboriginal languages,Welsh,most_at_home,20
2089,Vancouver,Non-Official & Non-Aboriginal languages,Welsh,most_at_work,0
2090,Montréal,Non-Official & Non-Aboriginal languages,Wolof,most_at_home,770
2091,Montréal,Non-Official & Non-Aboriginal languages,Wolof,most_at_work,0
2092,Toronto,Non-Official & Non-Aboriginal languages,Wolof,most_at_home,75
2093,Toronto,Non-Official & Non-Aboriginal languages,Wolof,most_at_work,0
2094,Calgary,Non-Official & Non-Aboriginal languages,Wolof,most_at_home,65
2095,Calgary,Non-Official & Non-Aboriginal languages,Wolof,most_at_work,0
2096,Edmonton,Non-Official & Non-Aboriginal languages,Wolof,most_at_home,90
2097,Edmonton,Non-Official & Non-Aboriginal languages,Wolof,most_at_work,10
2098,Vancouver,Non-Official & Non-Aboriginal languages,Wolof,most_at_home,5
2099,Vancouver,Non-Official & Non-Aboriginal languages,Wolof,most_at_work,0
2100,Montréal,Aboriginal languages,Woods Cree,most_at_home,0
2101,Montréal,Aboriginal languages,Woods Cree,most_at_work,0
2102,Toronto,Aboriginal languages,Woods Cree,most_at_home,0
2103,Toronto,Aboriginal languages,Woods Cree,most_at_work,10
2104,Calgary,Aboriginal languages,Woods Cree,most_at_home,0
2105,Calgary,Aboriginal languages,Woods Cree,most_at_work,0
2106,Edmonton,Aboriginal languages,Woods Cree,most_at_home,20
2107,Edmonton,Aboriginal languages,Woods Cree,most_at_work,0
2108,Vancouver,Aboriginal languages,Woods Cree,most_at_home,5
2109,Vancouver,Aboriginal languages,Woods Cree,most_at_work,0
2110,Montréal,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),most_at_home,760
2111,Montréal,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),most_at_work,15
2112,Toronto,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),most_at_home,3130
2113,Toronto,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),most_at_work,30
2114,Calgary,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),most_at_home,210
2115,Calgary,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),most_at_work,0
2116,Edmonton,Non-Official & Non-Aboriginal languages,Wu (Shanghainese),most_at_home,120
